X,Y,Z
-1.5558394193649292,2.243835926055908,-0.0047662523575127125
-1.3431074619293213,1.9682071208953857,-0.004291740246117115
-0.8893133401870728,1.38796865940094,-0.00330992229282856
-0.8955067992210388,1.421057939529419,-0.0034571823198348284
-0.8935108780860901,1.440732479095459,-0.0035707864444702864
-0.8834583163261414,1.4469183683395386,-0.0036497265100479126
-0.848326563835144,1.413391351699829,-0.003625057637691498
-0.7824210524559021,1.325337290763855,-0.0034526875242590904
-0.7731897234916687,1.330743670463562,-0.0035178244579583406
-0.808113157749176,1.4143105745315552,-0.003792755538597703
-1.289206862449646,2.295562744140625,-0.006243306212127209
-1.6844909191131592,3.0501294136047363,-0.008406776003539562
-1.6930210590362549,3.1167173385620117,-0.008700879290699959
-1.6627159118652344,3.1152892112731934,-0.008809474296867847
-1.6472282409667969,3.1411592960357666,-0.008994792588055134
-1.6217947006225586,3.145578145980835,-0.009114141575992107
-1.5886478424072266,3.136197090148926,-0.0091937817633152
-1.5691548585891724,3.1547229290008545,-0.009349292144179344
-1.56005859375,3.1940457820892334,-0.009566746652126312
-1.5411972999572754,3.2118566036224365,-0.009717628359794617
-1.5202757120132446,3.226130485534668,-0.009858984500169754
-1.4967745542526245,3.237100601196289,-0.009991929866373539
-1.4712876081466675,3.2444748878479004,-0.010115436278283596
-1.4502719640731812,3.2581989765167236,-0.010253692977130413
-1.4228575229644775,3.257479429244995,-0.010346884839236736
-1.4023048877716064,3.2748796939849854,-0.010491784662008286
-1.375533103942871,3.277743101119995,-0.01059042103588581
-1.3550708293914795,3.294703722000122,-0.010733891278505325
-1.3321118354797363,3.30405330657959,-0.010851053521037102
-1.3086034059524536,3.3134336471557617,-0.010968688875436783
-1.2860853672027588,3.3264269828796387,-0.011098822578787804
-1.2623366117477417,3.3355109691619873,-0.011215601116418839
-1.2387135028839111,3.344355344772339,-0.011331447400152683
-1.2207552194595337,3.367576837539673,-0.011495361104607582
-1.1965358257293701,3.3762576580047607,-0.011601150035858154
-1.174839973449707,3.392136573791504,-0.011732346378266811
-1.153463363647461,3.4077136516571045,-0.011861897073686123
-1.1268774271011353,3.408369541168213,-0.011940550059080124
-1.1077841520309448,3.4310452938079834,-0.01209328044205904
-1.0832234621047974,3.438878059387207,-0.012188423424959183
-1.0609309673309326,3.4539942741394043,-0.012310067191720009
-1.036773920059204,3.4613215923309326,-0.012403232045471668
-1.0148752927780151,3.475944757461548,-0.012522956356406212
-0.9899935126304626,3.4831125736236572,-0.012615528889000416
-0.9693289399147034,3.505133628845215,-0.012758240103721619
-0.9493839144706726,3.5308165550231934,-0.01291561871767044
-0.9247779250144958,3.5373408794403076,-0.01300238911062479
-0.9001895785331726,3.54367733001709,-0.013088938780128956
-0.8786510229110718,3.565173625946045,-0.013229288160800934
-0.8533320426940918,3.5713181495666504,-0.013306462205946445
-0.8315257430076599,3.5924978256225586,-0.013440489768981934
-0.8064351677894592,3.598212718963623,-0.013516713865101337
-0.7863693237304688,3.6266367435455322,-0.013679035939276218
-0.7573461532592773,3.6168460845947266,-0.013697783462703228
-0.7363836765289307,3.6450858116149902,-0.013857463374733925
-0.7120401263237,3.6578779220581055,-0.01395962480455637
-0.6864830255508423,3.6627602577209473,-0.014031634666025639
-0.6637985706329346,3.682816743850708,-0.014162399806082249
-0.635036051273346,3.6720290184020996,-0.01417477149516344
-0.6136363744735718,3.7033846378326416,-0.014334886334836483
-0.5887694358825684,3.71532940864563,-0.014420944266021252
-0.561565637588501,3.711636781692505,-0.014446805231273174
-0.5379596948623657,3.7309186458587646,-0.014562610536813736
-0.5136247277259827,3.750117778778076,-0.01467992179095745
