X,Y,Z
-2.075540542602539,2.909834861755371,-0.005645148456096649
-2.0537147521972656,2.9252798557281494,-0.005840006750077009
-2.0361011028289795,2.9470667839050293,-0.006045533809810877
-2.437070846557617,3.58149790763855,-0.00753199914470315
-2.427013397216797,3.6259853839874268,-0.007828726433217525
-2.3878655433654785,3.6238484382629395,-0.008014540188014507
-2.3611268997192383,3.6413261890411377,-0.008235655725002289
-2.3419415950775146,3.6722397804260254,-0.008480535820126534
-2.332334518432617,3.7152981758117676,-0.008745737373828888
-2.293123960494995,3.7121055126190186,-0.008903245441615582
-2.273332357406616,3.742551803588867,-0.009145939722657204
-2.237941265106201,3.745631694793701,-0.009317751042544842
-2.2114334106445312,3.7613418102264404,-0.009512516669929028
-2.1951992511749268,3.7979342937469482,-0.009759625419974327
-2.1712100505828857,3.8206875324249268,-0.009970705956220627
-2.1445460319519043,3.835716724395752,-0.010155076161026955
-2.1123077869415283,3.8446521759033203,-0.010328277945518494
-2.0838592052459717,3.860145330429077,-0.01051756739616394
-2.05635666847229,3.8748655319213867,-0.010699846781790257
-2.03467059135437,3.8995189666748047,-0.010906649753451347
-2.013176679611206,3.9282240867614746,-0.01111594494432211
-1.987359642982483,3.9500951766967773,-0.011309419758617878
-1.9733883142471313,3.991982936859131,-0.011554475873708725
-1.9453290700912476,4.005731105804443,-0.011718040332198143
-1.9160524606704712,4.0198163986206055,-0.011882010847330093
-1.886673927307129,4.033688068389893,-0.012045981362462044
-1.8729981184005737,4.078773498535156,-0.012300008907914162
-1.8441072702407837,4.091916561126709,-0.012460015714168549
-1.8144636154174805,4.105146884918213,-0.01262096967548132
-1.7940444946289062,4.139667510986328,-0.012848669663071632
-1.7646623849868774,4.152276992797852,-0.013007200323045254
-1.738676905632019,4.171689510345459,-0.013185947202146053
-1.7111696004867554,4.191486835479736,-0.013363277539610863
-1.6808258295059204,4.203746318817139,-0.01351369358599186
-1.6534104347229004,4.222995281219482,-0.013686859048902988
-1.623954176902771,4.234409809112549,-0.013832055032253265
-1.5941318273544312,4.245726108551025,-0.013975366950035095
-1.5710831880569458,4.279284477233887,-0.014189442619681358
-1.5402419567108154,4.290480613708496,-0.014328901655972004
-1.5099231004714966,4.301244258880615,-0.01446564681828022
-1.4799906015396118,4.311634540557861,-0.014600316993892193
-1.4493499994277954,4.3220295906066895,-0.014734306372702122
-1.4177850484848022,4.332487106323242,-0.014870245940983295
-1.149075984954834,3.598304510116577,-0.012432335875928402
-1.1285791397094727,3.621155023574829,-0.012592004612088203
-1.3283947706222534,4.368890285491943,-0.015289364382624626
-1.2972909212112427,4.378226280212402,-0.015405282378196716
-1.268241047859192,4.394860744476318,-0.015545894391834736
-1.2373887300491333,4.407703876495361,-0.01567561738193035
-1.2107739448547363,4.431288242340088,-0.015841342508792877
-1.187903881072998,4.469815731048584,-0.016062092036008835
-1.1599303483963013,4.493294715881348,-0.016222190111875534
