X,Y,Z
-1.497760534286499,2.09843373298645,-0.004298807587474585
-1.5030903816223145,2.1377413272857666,-0.00450538843870163
-1.4865525960922241,2.1492738723754883,-0.004651874769479036
-1.4931800365447998,2.192103624343872,-0.004858822096139193
-1.481331706047058,2.2095389366149902,-0.005013978574424982
-1.4817922115325928,2.246760129928589,-0.0052180481143295765
-1.467991590499878,2.260460376739502,-0.005361649207770824
-1.4448267221450806,2.261442184448242,-0.005473386496305466
-1.4383764266967773,2.288651466369629,-0.005647722631692886
-1.4265129566192627,2.3052568435668945,-0.00579048041254282
-1.4135719537734985,2.3223652839660645,-0.005931187886744738
-1.4078987836837769,2.3531627655029297,-0.0061089396476745605
-1.3994203805923462,2.3763654232025146,-0.006260231137275696
-1.3862037658691406,2.393131732940674,-0.006398297380656004
-1.3761264085769653,2.4169371128082275,-0.006558934226632118
-1.343551516532898,2.3994429111480713,-0.006603697780519724
-1.3340988159179688,2.4225640296936035,-0.0067589464597404
-1.3255572319030762,2.4494786262512207,-0.006919017061591148
-1.311173439025879,2.466059446334839,-0.007051181513816118
-1.30113685131073,2.489013910293579,-0.0071984245441854
-1.312088131904602,2.553732395172119,-0.007468818686902523
-1.2789112329483032,2.535555601119995,-0.007499747443944216
-1.2967830896377563,2.6183290481567383,-0.007829221896827221
-1.2785724401474,2.6272690296173096,-0.00793659407645464
-1.270101547241211,2.657374858856201,-0.00810848269611597
-1.220893144607544,2.602879285812378,-0.008020217530429363
-1.2052266597747803,2.6187727451324463,-0.008147495798766613
-1.1753898859024048,2.6023244857788086,-0.008172144182026386
-1.1871784925460815,2.678358554840088,-0.008486241102218628
-1.1521446704864502,2.651075839996338,-0.008469452150166035
-1.1681113243103027,2.7420122623443604,-0.00883194338530302
-1.1608885526657104,2.7789759635925293,-0.00902163702994585
-1.1471096277236938,2.8015828132629395,-0.009166894480586052
-1.1327519416809082,2.8242597579956055,-0.009309524670243263
-1.1394855976104736,2.901437282562256,-0.00963385310024023
-1.121614933013916,2.9167635440826416,-0.009754211641848087
-1.1040760278701782,2.9317970275878906,-0.00987277552485466
-1.092487096786499,2.96529221534729,-0.010055141523480415
-1.079118251800537,2.995107412338257,-0.010224017314612865
-1.0627819299697876,3.0175135135650635,-0.01036896277219057
-1.049275517463684,3.047034978866577,-0.010537968017160892
-1.030550241470337,3.0616631507873535,-0.010656232014298439
-1.016953706741333,3.095000743865967,-0.01084099430590868
-1.0019663572311401,3.124507188796997,-0.011012385599315166
-0.9796380996704102,3.1315791606903076,-0.011105673387646675
-0.9623544216156006,3.153273105621338,-0.011250058189034462
-0.950386643409729,3.1935977935791016,-0.011462499387562275
-0.9384862780570984,3.237804651260376,-0.011684706434607506
-0.9191787242889404,3.259575843811035,-0.011828343383967876
-0.9021854996681213,3.2886292934417725,-0.011998354457318783
-0.8843383193016052,3.313692092895508,-0.012153775431215763
-0.8691197037696838,3.3500099182128906,-0.012351852841675282
-0.8510079979896545,3.378830909729004,-0.012515373528003693
-0.834915816783905,3.4190425872802734,-0.012723639607429504
-0.8098121285438538,3.4210612773895264,-0.012789703905582428
-0.7903574109077454,3.4456493854522705,-0.012940069660544395
-0.7697527408599854,3.4663174152374268,-0.013076926581561565
-0.7549918293952942,3.517519235610962,-0.013321679085493088
-0.7414906024932861,3.580247402191162,-0.013612979091703892
-0.7207651138305664,3.6083803176879883,-0.013773548416793346
-0.7037665247917175,3.655500650405884,-0.014007410034537315
-0.6797739863395691,3.6679837703704834,-0.014109887182712555
-0.6608043909072876,3.7111318111419678,-0.014319655485451221
-0.6426889896392822,3.765836477279663,-0.014574279077351093
-0.6198686957359314,3.793410062789917,-0.01472475379705429
-0.5988513231277466,3.832371234893799,-0.014920249581336975
-0.579085111618042,3.8828067779541016,-0.015162027440965176
-0.5573548674583435,3.925443172454834,-0.015368695370852947
-0.534939706325531,3.97192120552063,-0.015588687732815742
-0.510927140712738,4.006586074829102,-0.015763109549880028
-0.4890137016773224,4.060472011566162,-0.016014408320188522
-0.46516698598861694,4.102587699890137,-0.01622076891362667
-0.4411296844482422,4.148454666137695,-0.016441507264971733
-0.41665276885032654,4.198091506958008,-0.01667466014623642
-0.3906252384185791,4.243744850158691,-0.016894254833459854
-0.36097121238708496,4.2463698387146,-0.01694296859204769
-0.33085134625434875,4.2409868240356445,-0.016960270702838898
-0.30359113216400146,4.274353981018066,-0.01713358238339424
-0.32387977838516235,5.059916973114014,-0.020314393565058708
-0.2872345447540283,5.050391674041748,-0.020309019833803177
-0.24999716877937317,5.013261318206787,-0.020192740485072136
-0.21544227004051208,5.022684574127197,-0.02026461437344551
-0.17964641749858856,5.00063943862915,-0.020210394635796547
-0.14434245228767395,4.986152172088623,-0.020180482417345047
-0.1091599389910698,4.9948601722717285,-0.02024073712527752
-0.07408013939857483,4.97987699508667,-0.020205534994602203
-0.03935431316494942,4.976365566253662,-0.02021772786974907
-0.004709434229880571,4.9530816078186035,-0.020150380209088326
0.02965218387544155,4.9373698234558105,-0.020110391080379486
0.06412745267152786,4.905790328979492,-0.019985966384410858
0.09791833907365799,4.889604091644287,-0.01992511749267578
0.13180337846279144,4.884900093078613,-0.019912002608180046
0.16549524664878845,4.876058101654053,-0.019882963970303535
0.19811269640922546,4.843566417694092,-0.01975838653743267
0.23095284402370453,4.826468467712402,-0.019684651866555214
0.2636988162994385,4.801318168640137,-0.019574668258428574
0.2959994971752167,4.783780097961426,-0.0194968543946743
0.3291877806186676,4.78161096572876,-0.019482627511024475
0.3609285354614258,4.759733200073242,-0.01938905008137226
0.3919464647769928,4.733762264251709,-0.019274435937404633
0.4244614839553833,4.723114013671875,-0.01921243406832218
0.45476725697517395,4.696746349334717,-0.01908784918487072
0.4888504147529602,4.7090301513671875,-0.019121244549751282
0.5199030041694641,4.689982891082764,-0.019028229638934135
0.5492982864379883,4.659099578857422,-0.018888266757130623
0.5810379981994629,4.647375106811523,-0.01881152018904686
0.6130459308624268,4.643261432647705,-0.018766283988952637
0.6439917683601379,4.631182670593262,-0.018689757212996483
0.6716678738594055,4.5956711769104,-0.018519563600420952
0.7036153078079224,4.590888500213623,-0.018474280834197998
0.7346363663673401,4.578114032745361,-0.01838669553399086
0.7634807229042053,4.55755090713501,-0.018263045698404312
0.7901034355163574,4.525256633758545,-0.018093572929501534
0.8172224760055542,4.496618747711182,-0.01793975569307804
0.7165093421936035,3.792250394821167,-0.015096918679773808
0.7397471070289612,3.771864891052246,-0.014977991580963135
0.7824039459228516,3.8469951152801514,-0.01522496622055769
0.9318738579750061,4.426374912261963,-0.017460571601986885
0.9598538279533386,4.40839958190918,-0.0173328910022974
0.9964433312416077,4.428305149078369,-0.017354341223835945
1.027105450630188,4.421294689178467,-0.017270658165216446
1.055905818939209,4.406472206115723,-0.01715526357293129
1.0840835571289062,4.391578674316406,-0.01704147458076477
1.1092984676361084,4.365128517150879,-0.01688382774591446
1.1435974836349487,4.372420787811279,-0.01685662567615509
