X,Y,Z
-1.5023219585418701,2.104776620864868,-0.004074986092746258
-1.4940568208694458,2.124992847442627,-0.004239729139953852
-1.5136010646820068,2.18756103515625,-0.004486574325710535
-1.4753185510635376,2.166459560394287,-0.004557925276458263
-1.4599449634552002,2.176848888397217,-0.004688273184001446
-1.473463535308838,2.233536720275879,-0.004927152767777443
-1.471977949142456,2.2671875953674316,-0.005114562809467316
-1.4599043130874634,2.2842578887939453,-0.005260936915874481
-1.4385141134262085,2.2885656356811523,-0.005378267727792263
-1.4303473234176636,2.312072277069092,-0.0055358572863042355
-1.4139095544815063,2.3221607208251953,-0.005660704802721739
-1.4162911176681519,2.3663506507873535,-0.0058755152858793736
-1.4070619344711304,2.3899991512298584,-0.006036656908690929
-1.3943010568618774,2.406499147415161,-0.006177074275910854
-1.3764697313308716,2.4167420864105225,-0.006299521774053574
-1.3547030687332153,2.420060873031616,-0.006403888110071421
-1.3413209915161133,2.436424970626831,-0.006538726389408112
-1.3295035362243652,2.4562268257141113,-0.006679716985672712
-1.3187308311462402,2.4797379970550537,-0.00682847760617733
-1.2971848249435425,2.482264995574951,-0.006918417289853096
-1.290608286857605,2.5120692253112793,-0.007082135416567326
-1.3056583404541016,2.587690591812134,-0.007382259704172611
-1.2971081733703613,2.618168592453003,-0.0075569492764770985
-1.2886157035827637,2.6484477519989014,-0.007730884477496147
-1.2465801239013672,2.6080055236816406,-0.007695559877902269
-1.2245264053344727,2.60980486869812,-0.0077843209728598595
-1.2054853439331055,2.618654489517212,-0.007894780486822128
-1.1928107738494873,2.6416049003601074,-0.008048631250858307
-1.1743886470794678,2.649846076965332,-0.008154801093041897
-1.1586376428604126,2.6652917861938477,-0.008279053494334221
-1.1576491594314575,2.7167484760284424,-0.008512591011822224
-1.166619062423706,2.793516159057617,-0.008828501217067242
-1.149762749671936,2.808939218521118,-0.008951649069786072
-1.1373361349105835,2.835048198699951,-0.009108764119446278
-1.1397093534469604,2.9013500213623047,-0.009398006834089756
-1.1243606805801392,2.9240787029266357,-0.009548504836857319
-1.1065118312835693,2.9392282962799072,-0.009673423133790493
-1.0951621532440186,2.9726333618164062,-0.009860096499323845
-1.0766983032226562,2.987675905227661,-0.009976005181670189
-1.0708520412445068,3.039520502090454,-0.01021112035959959
-1.0516016483306885,3.054497480392456,-0.010323954746127129
-1.0303364992141724,3.0617358684539795,-0.010409483686089516
-1.0171772241592407,3.094928026199341,-0.010585390031337738
-1.004542589187622,3.1318862438201904,-0.010780803859233856
-0.982114315032959,3.138991117477417,-0.01087469793856144
-0.9643834829330444,3.160823106765747,-0.01101991068571806
-0.9568519592285156,3.216127872467041,-0.011282406747341156
-0.9365767240524292,3.2302253246307373,-0.011402099393308163
-0.9173766374588013,3.251967668533325,-0.011551602743566036
-0.8983396887779236,3.2734827995300293,-0.011700245551764965
-0.8862655758857727,3.3212642669677734,-0.011944068595767021
-0.8670190572738647,3.342484712600708,-0.012093204073607922
